Date,ERNE.AS,IQQH.DE,XDW0.DE,HEIA.AS,ROG.SW,TEF.MC,MC.PA,XCS5.DE,MAP.MC,TKWY.AS,KPN.AS,PHIA.AS,RWE.DE,ITX.MC,XCS6.DE,XDWT.DE,SAN.PA,UCG.MI,ADYEN.AS,REP.MC,ENG.MC,ZPRC.DE,NOVN.SW
1970-01-02,2.9933820311248e-4,-0.146884003261104,0.142588216814487,-0.0505953118957008,-0.0304105807368304,-0.00790965750988486,0.0521960412780486,0.047983941356491,0.0375933197621657,-0.168920582411818,0.0499724835130057,0,-0.123510075982329,0.10898791357581,-0.00346704445282534,0.0181350587266205,-0.0176532412415258,0.122286675460907,0.108206128658485,0.248670650212594,-0.0455903551433916,0.0259047570763463,-0.0294880085572512
1970-01-03,-6.9848748717166e-4,-0.0465509838533507,0.0545631072493712,0.0699550780783455,0.0545575786074032,0.0793006998591129,0.0788989964553973,0.0625307446772364,0.122015062489943,-0.0158993192351466,0.0664296204670344,0.0795033371702688,0.0642591634843065,0.0285167915217928,-0.0406386514820035,0.0328784194448131,0.105690308794026,0.0539069047531443,-0.00654538270825376,0.0138262476530458,0.0643946158098131,-0.00677941726551253,0.0724358299198028
1970-01-04,-2.9954739146934e-4,-0.063404767963291,-0.0182282818883473,0.103169644849749,-0.0260358491950439,0.00951707556752215,0.10379408820529,-0.0463588389759768,0.00813130786135884,0.0897211413248917,0.021591881482275,-0.0375742032321453,-0.0317464785837378,0.0600876971258607,-0.0180053932727608,0.0297910987940928,0.0352181798438218,-0.037147814615151,0.0699905349370785,-0.0607072874483029,-0.0218349205738489,0.00881320237994185,-0.0354096501619721
1970-01-05,-2.9955628298318e-4,-0.0275276847176346,0.0312014038163627,0.0121614313587961,0.049493974316285,0.0423000875958962,0.0403746538022176,0.0700955430943948,0.0803803059318274,-0.147044236550219,-0.0530211086011402,-5.6584222177673e-4,-0.0221198410270979,0.0675512499656454,-0.0103652992240204,-0.0310102800170057,0.0343065947687729,0.204041411074367,-0.0768963719721724,0.0945962483300664,0.059195208008831,-0.0317802157552049,0.0122386824055664
1970-01-06,-3.9954801460778e-4,0.0570754772643382,0.0553666516717626,0.0458491094237012,0.108537531161615,0.0306606223045425,0.0141630897774788,0.021646867906112,-0.0444397269335813,0.0477377451569812,-0.031392614620107,-0.0965276207561458,-0.0094448907197016,-0.0645175197967007,0.0362967100812502,0.0989633039606126,0.0158560685969503,-0.0538028009943434,0.0861602119914139,-0.0344573587198553,0.0134334473383228,0.0522884281147463,0.0661845139604352
1970-01-07,-5.9978339357461e-4,-0.0315891324749051,-0.0613998261929389,-0.0399255014017817,0.00515090615178917,-0.0192140932909708,0.0188741625295917,0.0146813643579703,-0.0258573098085661,-0.0394210942307468,0.0657826572297161,-0.0719198521262428,-0.0181612514849048,-0.0384266540000407,-0.15015545983282,0.0311520260535134,-0.0168914509241373,0.0157547463734284,0.105384781318278,-0.106388125890006,0.044831379765666,-0.0248783783856563,-0.00523190972794213
1970-01-08,9.98809685173255e-5,0.0296437622003761,-0.00411475668815798,-0.0547764600926566,0.0484706602430382,0.078449664542079,-0.0724542572664985,0.0987958276333762,0.0499681742703829,0.0245427358568057,-0.0197014645085357,0.00384955562234632,0.0977004722298657,0.0111305202835364,-0.00691815696042568,0.0471660599290705,0.00848143910884602,0.0445033769206828,0.177615150689677,0.0511578867484778,-0.00491916114416049,0.0224981833093525,0.0107904006493758
1970-01-09,-8.0005623526722e-4,-0.05419505728214,0.114111168984252,-0.0273390526383634,-0.0727388243889802,-0.0326940912217896,-0.0107467334473801,0.0287399335131389,0.031800091237072003,-0.196392986413746,3.6829874527657e-4,-0.0180929847518047,-0.0798664079529765,0.0959074918384088,-0.0221904390836799,-0.0355492343571013,-0.0532053494600755,0.0845164511546969,-0.124249316700154,0.151984583896082,-0.00311941126971754,-0.004001062027995,-0.0985825071530541
1970-01-10,-9.9960914879516e-5,0.151289918306187,0.073692948704354,0.0604420555790882,0.0347736229143521,-0.072360908555977,0.0880859745486024,-0.00710791896371884,-0.029338678060326,-0.0147014789864822,-0.0490664860308843,0.0603483975900414,0.085291346477164,-0.0070595584255188,0.0271050725961781,0.0621294251459604,0.0395308571585597,-0.00663053020509467,0.0778424867639339,-0.0216525439877107,0.0103601883475082,0.0115635932504113,-0.015609872495045
1970-01-11,-0.00110136543797,-0.0501786016288951,-0.0431853692231366,-0.0858166662862717,0.0156931816900629,0.059803905073591,0.0180975064421222,-0.00593949801993033,0.020054066572080802,-0.118286228517659,0.00617049501399666,-0.266584339695761,0.0261065765779103,-0.114507384139207,-0.0402418560209845,0.052504565344123,-0.0301860858950425,-0.0664077194585653,-0.0644746784459416,-0.121509552318535,0.0346913449571801,-0.0140779935626779,-0.0295165472073844
