Ticker
AZN.L
HSBA.L
BP.L
GSK.L
DGE.L
ULVR.L
BATS.L
RIO.L
GLEN.L
SHEL.L
VOD.L
BARC.L
LLOY.L
NG.L
REL.L
PR
ADS.DE
AIR.DE
ALV.DE
BAS.DE
BAYN.DE
BEI.DE
BMW.DE
CON.DE
X1COV.DE
DHER.DE
DBK.DE
DB1.DE
DTE.DE
DWNI.DE
EOAN.DE
FRE.DE
FME.DE
HEI.DE
HEN3.DE
IFX.DE
LIN.DE
MRK.DE
MTX.DE
MUV2.DE
RWE.DE
SAP.DE
SIE.DE
SY1.DE
VOW3.DE
VNA.DE
ZAL.DE
HFG.DE
LEG.DE
SHL.DE
SRT3.DE
ENR.DE
PUM.DE
AAPL
MSFT
AMZN
GOOGL
META
NVDA
TSLA
PYPL
ADBE
CMCSA
NFLX
INTC
PEP
CSCO
AVGO
COST
TMUS
TXN
QCOM
CHTR
AMGN
SBUX
INTU
ISRG
MDLZ
ADP
MU
BKNG
GILD
LRCX
ADSK
CSX
ILMN
MRNA
MELI
KHC
DXCM
CDNS
KLAC
LULU
ORLY
PAYX
XEL
IDXX
WBA
VRSK
MAR
MTCH
CTAS
PCAR
EXC
MNST
EBAY
ROST
SIRI
VRSN
NTES
FAST
BIIB
ALGN
SWKS
DLTR
ANSS
WDAY
TTD
SNPS
OKTA
TEAM
ZS
DOCU
BIDU
JD
PDD
MCHP
CDW
CTSH
NTAP
CHKP
FOXA
FOX
LBTYA
LBTYK
LILA
LILAK
PTON
BMRN
INCY
UAL
EXPE
JBHT
WDC
TTWO
JPM
JNJ
V
PG
UNH
HD
DIS
MA
PFE
KO
T
XOM
ABT
CVX
MRK
NKE
WFC
MCD
IBM
BA
ORCL
GE
HON
MDT
CAT
MMM
GS
BLK
ZTS
TMO
FIS
CI
LMT
SYK
CB
USB
BMY
SCHW
SPGI
PLD
MO
AXP
C
TJX
DUK
SO
BDX
CCI
CL
NSC
ICE
ITW
PNC
ETN
AON
WM
EW
ROP
TFC
EMR
HUM
DHR
APD
ECL
AIG
PSA
MCO
AEP
D
KMB
MET
A
AZO
TRV
SHW
EUNL.DE
EXXT.DE
XD9U.DE
IQQH.DE
DBX1.DE
IS3N.DE
SXR8.DE
XDUK.DE
EXS1.DE
SPYW.DE
EUNS.DE
SXRJ.DE
VUSA.DE
VGVE.DE
VGEA.DE
EUNM.DE
EUNH.DE
IBCI.DE
XDWD.DE
XMME.DE
XDJP.DE
XDEM.DE
XCS6.DE
XCS5.DE
CEMG.DE
CEUG.DE
XESC.DE
XDWT.DE
XUEM.DE
SPPX.DE
XD5E.DE
XDW0.DE
XD9D.DE
EQQQ.DE
IQQW.DE
IQQD.DE
IQQE.DE
IQQA.DE
IQQJ.DE
IQQK.DE
IQQT.DE
IQQN.DE
SXR1.DE
SXR2.DE
SXR3.DE
SXR4.DE
SXR5.DE
SXR6.DE
SXR7.DE
SXRV.DE
ZPRV.DE
ZPRS.DE
ZPRA.DE
ZPRC.DE
ZPRE.DE
ZPRG.DE
XS6R.DE
